DATETIMEDATA,PM25
2024-03-05,21.630366123630573
2024-03-06,21.666732781523443
2024-03-07,21.722962394946627
2024-03-08,22.025215764288205
2024-03-09,22.02427496933902
2024-03-10,21.64605343379259
2024-03-11,21.640813106319857
2024-03-12,21.740232851764755
2024-03-13,21.602732822075737
2024-03-14,21.484198574015004
2024-03-15,20.92808316815431
2024-03-16,20.761824159472862
2024-03-17,20.674352907158635
2024-03-18,20.65467354942101
2024-03-19,20.45413653341481
