PM25,O3,WS,TEMP,RH,WD
14.8,2.0,1,29.0,69.0,123.0
12.3,11.479813664596273,1,28.0,74.0,123.0
14.2,2.0,1,28.0,77.0,108.0
13.5,2.0,1,28.0,73.0,135.0
17.6,13.208916033332045,0,26.947916666666668,65.44856770833333,129.73177083333334
16.1,17.0,1,27.0,77.0,119.0
11.3,2.0,1,27.0,78.0,117.0
12.7,15.0,1,27.0,79.0,95.0
10.2,11.479813664596273,1,27.0,79.0,102.0
13.9,1.0,1,27.0,80.0,101.0
15.9,1.0,1,27.0,81.0,95.0
13.6,11.479813664596273,1,27.0,81.0,106.0
13.7,11.479813664596273,1,27.0,82.0,111.0
14.4,11.479813664596273,1,27.0,82.0,115.0
13.5,11.0,1,27.0,82.0,114.0
15.4,13.208916033332045,1,27.0,79.0,111.0
14.3,7.0,1,28.0,76.0,109.0
14.2,10.0,1,30.0,68.0,111.0
13.6,24.0,1,30.0,64.0,150.0
12.8,23.0,1,30.0,60.0,134.0
18.3,23.0,1,30.0,63.0,151.0
15.8,11.479813664596273,1,28.0,80.0,123.0
15.5,1.0,1,29.0,73.0,128.0
16.7,9.0,1,28.0,74.0,154.0
15.5,2.0,1,27.0,79.0,119.0
14.3,1.0,1,27.0,79.0,126.0
14.7,11.479813664596273,1,27.0,80.0,126.0
15.0,3.0,1,27.0,81.0,136.0
15.7,17.0,1,27.0,83.0,127.0
10.9,24.0,1,26.0,85.0,128.0
8.4,26.0,1,26.0,87.0,130.0
9.3,27.0,1,26.0,86.0,114.0
11.2,27.0,1,26.0,84.0,120.0
19.2,15.0,1,26.0,84.0,132.0
13.0,10.0,1,26.0,85.0,115.0
12.3,13.208916033332045,1,26.0,85.0,165.0
12.3,11.479813664596273,1,26.0,85.0,129.0
13.5,11.479813664596273,1,26.0,86.0,163.0
11.8,20.0,1,26.0,87.0,191.0
7.5,5.0,1,25.0,89.0,173.0
10.0,13.208916033332045,1,26.0,90.0,189.0
10.1,12.0,1,27.0,87.0,214.0
9.4,11.479813664596273,1,28.0,80.0,171.0
8.4,1.0,1,28.0,79.0,192.0
16.2,2.0,1,28.0,80.0,155.0
17.7,4.0,1,27.0,81.0,234.0
20.6,8.0,1,28.0,75.0,220.0
14.9,17.0,1,27.0,79.0,172.0
12.4,26.0,1,27.0,78.0,169.0
9.6,31.0,1,27.0,82.0,195.0
8.9,19.0,0,27.0,79.0,168.0
18.2,29.0,1,26.0,83.0,171.0
17.2,31.0,1,26.0,82.0,183.0
15.8,34.0,1,27.0,80.0,136.0
14.0,33.0,1,27.0,76.0,197.0
16.2,26.0,1,27.0,75.0,137.0
14.0,24.0,1,27.0,75.0,156.0
10.2,34.0,1,27.0,78.0,152.0
12.5,34.0,1,26.0,86.0,136.0
9.9,21.0,1,26.0,83.0,169.0
7.7,16.0,0,26.0,80.0,150.0
12.6,11.0,1,27.0,79.0,108.0
13.5,23.0,1,27.0,78.0,101.0
9.0,30.0,1,28.0,73.0,91.0
15.8,31.0,0,29.0,70.0,188.0
20.3,13.208916033332045,1,30.0,67.0,225.0
14.9,29.0,1,31.0,62.0,216.0
15.5,13.0,1,31.0,61.0,232.0
17.4,25.0,1,30.0,65.0,223.0
17.7,29.0,1,30.0,66.0,206.0
17.9,25.0,1,29.0,69.0,222.0
20.1,9.0,2,28.0,77.0,234.0
16.1,30.0,1,27.0,80.0,208.0
15.7,31.0,1,27.0,79.0,180.0
17.0,30.0,1,27.0,78.0,193.0
22.6,31.0,1,27.0,77.0,191.0
24.2,32.0,1,27.0,76.0,179.0
23.3,33.0,1,27.0,77.0,172.0
16.9,36.0,1,27.0,77.0,184.0
22.9,35.0,1,27.0,77.0,157.0
19.5,33.0,1,27.0,78.0,156.0
14.9,34.0,1,27.0,77.0,127.0
17.8,34.0,1,26.0,78.0,124.0
15.1,32.0,1,26.0,79.0,111.0
19.1,28.0,1,26.0,80.0,107.0
20.3,27.0,1,26.0,80.0,113.0
18.5,31.0,0,27.0,77.0,123.0
14.4,28.0,1,28.0,68.0,150.0
14.5,26.0,1,29.0,63.0,201.0
18.8,12.0,0,29.0,65.0,190.0
13.8,13.208916033332045,1,31.0,56.0,233.0
14.0,31.0,1,31.0,59.0,191.0
18.4,30.0,0,31.0,58.0,159.0
21.1,30.0,0,30.0,63.0,173.0
20.2,30.0,1,30.0,65.0,176.0
16.1,30.0,1,29.0,65.0,192.0
14.3,37.0,1,28.0,72.0,207.0
15.5,36.0,1,27.0,74.0,227.0
12.1,30.0,1,27.0,75.0,201.0
13.3,30.0,1,27.0,77.0,182.0
16.7,29.0,1,27.0,76.0,173.0
17.0,31.0,1,27.0,75.0,172.0
13.1,32.0,1,27.0,76.0,122.0
11.8,31.0,1,26.0,78.0,108.0
14.4,32.0,1,26.0,78.0,110.0
24.2,33.0,1,26.0,78.0,102.0
21.0,34.0,1,26.0,78.0,111.0
18.0,35.0,0,26.0,78.0,141.0
13.6,33.0,1,26.0,78.0,134.0
17.6,31.0,1,26.0,76.0,119.0
12.2,33.0,1,26.0,74.0,104.0
13.9,32.0,1,28.0,70.0,106.0
22.1,34.0,0,29.0,66.0,192.0
17.3,35.0,1,29.0,64.0,191.0
13.8,35.0,0,30.0,60.0,232.0
12.4,13.208916033332045,1,31.0,57.0,199.0
18.5,33.0,1,31.0,57.0,210.0
14.6,32.0,1,31.0,58.0,210.0
13.1,31.0,1,31.0,57.0,165.0
18.8,33.0,1,30.0,60.0,198.0
18.9,33.0,0,29.0,66.0,205.0
20.8,33.0,1,28.0,70.0,219.0
20.9,32.0,1,27.0,73.0,188.0
21.6,32.0,1,27.0,74.0,155.0
18.3,33.0,1,27.0,75.0,170.0
21.6,33.0,1,27.0,74.0,145.0
14.2,33.0,1,27.0,74.0,120.0
10.8,33.0,1,27.0,75.0,114.0
12.1,31.0,1,26.0,77.0,109.0
21.6,31.0,1,26.0,77.0,106.0
20.0,32.0,1,26.0,77.0,107.0
19.7,33.0,1,26.0,77.0,119.0
15.6,33.0,1,25.0,83.0,131.0
16.2,31.0,1,25.0,87.0,113.0
10.5,30.0,1,26.0,82.0,128.0
15.8,29.0,1,27.0,77.0,116.0
12.1,33.0,1,28.0,72.0,193.0
14.7,34.0,1,30.0,65.0,218.0
16.2,33.0,0,30.0,61.0,227.0
16.9,34.0,1,31.0,59.0,202.0
15.6,13.208916033332045,0,31.0,56.0,205.0
19.6,7.0,1,31.0,55.0,202.0
21.4,23.0,1,31.0,57.0,194.0
16.1,2.0,1,30.0,58.0,188.0
25.1,11.479813664596273,1,29.0,61.0,142.0
20.1,3.0,1,28.0,70.0,152.0
18.0,4.0,1,27.0,73.0,202.0
20.3,11.0,1,27.0,73.0,149.0
23.5,13.0,1,27.0,73.0,134.0
17.9,15.0,1,27.0,74.0,123.0
10.5,32.0,1,27.0,79.0,127.0
12.2,33.0,1,26.0,82.0,172.0
11.8,17.0,1,26.0,80.0,175.0
18.0,1.0,1,25.0,85.0,134.0
9.6,11.0,1,25.0,82.0,167.0
12.5,8.0,1,26.0,81.0,103.0
12.5,11.479813664596273,1,26.0,82.0,108.0
10.4,1.0,1,26.0,83.0,121.0
18.7,13.0,1,26.0,81.0,125.0
17.5,11.479813664596273,1,28.0,74.0,120.0
17.2,3.0,1,29.0,67.0,167.0
12.7,20.0,0,30.0,60.0,148.0
14.9,30.0,0,31.0,56.0,193.0
15.3,31.0,1,32.0,52.0,198.0
18.9,19.0,1,32.0,52.0,166.0
15.8,13.208916033332045,1,32.0,50.0,188.0
17.4,14.0,1,32.0,52.0,184.0
16.3,11.479813664596273,1,31.0,55.0,139.0
21.5,1.0,1,29.0,61.0,130.0
16.4,6.0,1,28.0,67.0,131.0
24.0,2.0,1,28.0,71.0,120.0
21.0,4.0,1,27.0,72.0,120.0
22.1,14.0,1,27.0,73.0,121.0
14.7,26.0,1,27.0,75.0,117.0
14.3,28.0,1,27.0,76.0,118.0
18.0,25.0,0,26.0,78.0,113.0
18.7,6.0,0,26.0,79.0,107.0
23.7,17.0,1,26.0,78.0,108.0
17.1,1.0,1,26.0,79.0,114.0
14.8,9.0,1,26.0,82.0,112.0
19.8,11.479813664596273,0,26.0,85.0,108.0
15.8,1.0,0,25.0,88.0,107.0
21.7,2.0,0,26.0,86.0,108.0
21.2,1.0,1,28.0,75.0,110.0
16.1,1.0,1,29.0,68.0,127.0
15.0,11.479813664596273,1,30.0,59.0,164.0
13.3,2.0,1,31.0,58.0,164.0
14.0,14.0,1,31.0,55.0,189.0
17.4,11.479813664596273,1,31.0,54.0,184.0
16.3,16.0,1,31.0,54.0,161.0
12.9,13.208916033332045,1,31.0,54.0,180.0
8.2,26.0,1,31.0,56.0,153.0
12.6,3.0,1,29.0,65.0,153.0
14.5,18.0,1,28.0,71.0,150.0
14.7,6.0,1,28.0,75.0,117.0
20.0,14.0,1,27.0,76.0,119.0
18.7,17.0,1,27.0,77.0,118.0
16.7,11.479813664596273,1,27.0,81.0,108.0
24.3,11.479813664596273,1,26.0,81.0,111.0
19.6,1.0,0,26.0,82.0,110.0
19.2,12.0,0,26.0,85.0,108.0
19.0,9.0,0,26.0,86.0,106.0
17.8,1.0,0,25.0,88.0,111.0
13.8,11.479813664596273,0,25.0,89.0,116.0
19.7,11.479813664596273,0,25.0,89.0,114.0
18.0,11.479813664596273,0,25.0,89.0,105.0
23.9,2.0,0,26.0,85.0,105.0
29.9,1.0,1,28.0,78.0,111.0
23.5,2.0,1,29.0,70.0,121.0
19.5,1.0,1,30.0,61.0,142.0
17.8,1.0,1,31.0,57.0,171.0
18.9,1.0,1,32.0,53.0,160.0
17.5,9.0,1,32.0,52.0,171.0
17.9,16.0,1,32.0,51.0,164.0
16.7,5.0,1,31.0,52.0,167.0
13.1,13.208916033332045,1,31.0,54.0,166.0
17.8,20.0,1,29.0,62.0,135.0
13.0,18.0,1,28.0,68.0,126.0
22.5,11.479813664596273,1,28.0,73.0,117.0
21.9,1.0,1,27.0,75.0,113.0
22.3,10.0,1,27.0,77.0,111.0
20.7,1.0,1,27.0,80.0,113.0
25.6,11.479813664596273,1,26.0,83.0,109.0
30.9,11.479813664596273,0,26.0,84.0,109.0
25.9,1.0,0,26.0,86.0,108.0
27.4,4.0,0,25.0,86.0,107.0
18.4,11.479813664596273,0,25.0,89.0,105.0
25.1,11.479813664596273,0,25.0,89.0,105.0
29.3,11.479813664596273,0,24.0,91.0,103.0
30.1,11.479813664596273,0,24.0,91.0,104.0
29.6,1.0,0,25.0,90.0,105.0
32.4,5.0,0,27.0,81.0,109.0
31.8,11.479813664596273,1,29.0,68.0,113.0
19.3,11.479813664596273,1,31.0,59.0,127.0
15.8,11.479813664596273,1,32.0,54.0,169.0
18.4,1.0,1,32.0,52.0,191.0
16.5,3.0,1,32.0,52.0,172.0
15.0,5.0,1,32.0,50.0,141.0
13.6,1.0,1,32.0,52.0,168.0
14.4,2.0,1,31.0,57.0,153.0
10.7,13.208916033332045,1,30.0,64.0,158.0
11.9,15.0,1,29.0,70.0,116.0
16.7,13.0,1,28.0,74.0,122.0
16.7,11.479813664596273,1,27.0,77.0,116.0
23.6,7.0,1,27.0,79.0,116.0
17.3,11.479813664596273,1,27.0,80.0,110.0
19.4,1.0,0,27.0,81.0,110.0
17.2,11.479813664596273,0,26.0,82.0,109.0
18.6,1.0,0,26.0,84.0,108.0
22.2,11.479813664596273,0,26.0,85.0,107.0
21.9,9.0,1,26.0,80.0,117.0
17.3,15.0,1,26.0,79.0,116.0
16.1,15.0,1,26.0,78.0,114.0
14.6,2.0,0,25.0,87.0,107.0
25.8,1.0,0,26.0,87.0,108.0
33.8,1.0,1,28.0,74.0,111.0
20.5,1.0,1,29.0,66.0,124.0
12.5,1.0,1,30.0,61.0,134.0
18.8,11.479813664596273,1,32.0,55.0,138.0
12.9,1.0,1,32.0,52.0,164.0
11.3,2.0,1,32.0,51.0,148.0
12.0,15.0,1,33.0,50.0,149.0
19.2,3.0,1,32.0,52.0,167.0
14.1,17.0,1,31.0,57.0,186.0
11.9,11.479813664596273,1,30.0,65.0,188.0
13.1,13.208916033332045,1,28.0,70.0,182.0
20.9,3.0,1,28.0,72.0,140.0
20.2,1.0,1,28.0,74.0,119.0
16.8,4.0,1,27.0,76.0,112.0
15.5,1.0,1,27.0,77.0,111.0
10.5,1.0,0,27.0,78.0,107.0
12.7,11.479813664596273,0,27.0,79.0,108.0
13.0,6.0,0,27.0,80.0,106.0
9.9,11.0,0,27.0,78.0,100.0
13.2,11.479813664596273,0,26.0,81.0,96.0
14.2,13.0,0,26.0,84.0,100.0
15.7,2.0,0,25.0,89.0,107.0
23.3,2.0,0,25.0,89.0,103.0
24.0,3.0,0,25.0,87.0,107.0
29.4,12.0,1,28.0,73.0,110.0
19.3,1.0,1,30.0,63.0,95.0
16.4,1.0,1,31.0,58.0,109.0
17.4,11.479813664596273,1,33.0,54.0,121.0
17.2,11.479813664596273,2,33.0,52.0,122.0
15.4,25.0,2,33.0,54.0,137.0
17.6,1.0,3,33.0,55.0,140.0
20.5,2.0,3,32.0,55.0,145.0
20.7,24.0,2,31.0,57.0,140.0
25.7,2.0,2,30.0,63.0,138.0
21.7,28.0,1,29.0,68.0,128.0
22.7,13.208916033332045,1,28.0,72.0,128.0
26.5,28.0,1,28.0,75.0,112.0
22.9,11.479813664596273,1,27.0,78.0,111.0
29.1,11.479813664596273,0,27.0,78.0,107.0
27.4,11.479813664596273,0,27.0,77.0,108.0
22.2,7.0,0,27.0,79.0,106.0
28.9,1.0,0,26.0,84.0,102.0
36.0,5.0,0,26.0,85.0,99.0
31.0,9.0,0,25.0,86.0,102.0
27.9,12.0,0,25.0,88.0,100.0
31.2,14.0,0,25.0,89.0,102.0
30.2,14.0,0,25.0,89.0,101.0
33.8,11.479813664596273,0,25.0,89.0,113.0
39.3,9.0,1,27.0,81.0,106.0
43.4,11.479813664596273,1,29.0,72.0,116.0
26.9,3.0,1,30.0,62.0,124.0
25.3,11.479813664596273,2,32.0,59.0,124.0
26.8,1.0,2,33.0,53.0,130.0
22.0,2.0,1,33.0,49.0,139.0
21.4,26.0,1,33.0,47.0,159.0
24.6,26.0,1,33.0,49.0,147.0
22.5,9.0,1,32.0,53.0,134.0
25.3,33.0,1,31.0,58.0,149.0
15.0,25.0,1,29.0,63.0,123.0
19.5,11.479813664596273,1,28.0,71.0,113.0
17.4,13.208916033332045,1,28.0,74.0,109.0
16.3,6.0,1,28.0,76.0,112.0
16.0,1.0,0,27.0,78.0,111.0
17.4,1.0,1,27.0,78.0,114.0
17.813627386438448,8.0,1,27.0,76.0,119.0
17.813627386438448,11.479813664596273,0,27.0,77.0,103.0
19.8,11.479813664596273,0,26.0,83.0,101.0
23.1,11.479813664596273,0,26.0,85.0,103.0
20.7,2.0,0,25.0,87.0,104.0
24.0,11.479813664596273,0,25.0,89.0,106.0
23.4,1.0,0,25.0,89.0,106.0
26.3,11.479813664596273,0,25.0,89.0,107.0
31.0,1.0,1,26.0,85.0,111.0
32.9,10.0,2,28.0,77.0,120.0
26.2,10.0,2,30.0,68.0,126.0
20.3,4.0,2,31.0,63.0,126.0
19.5,5.0,2,32.0,55.0,131.0
13.5,18.0,1,33.0,50.0,159.0
12.9,5.0,1,33.0,50.0,173.0
11.1,12.0,1,33.0,50.0,148.0
17.813627386438448,5.0,1,32.0,53.0,166.0
17.813627386438448,4.0,2,31.0,57.0,128.0
12.5,3.0,1,30.0,63.0,125.0
13.9,11.479813664596273,1,29.0,71.0,115.0
20.0,11.479813664596273,1,28.0,75.0,113.0
19.3,13.208916033332045,1,28.0,77.0,111.0
17.7,8.0,1,28.0,79.0,112.0
18.8,1.0,0,28.0,80.0,107.0
17.1,2.0,0,28.0,80.0,105.0
13.3,5.0,1,27.0,83.0,105.0
18.8,2.0,0,26.0,86.0,103.0
22.5,6.0,0,26.0,85.0,94.0
18.2,2.0,1,26.0,86.0,95.0
27.0,1.0,0,26.0,88.0,101.0
31.5,11.479813664596273,0,25.0,89.0,99.0
24.8,11.479813664596273,0,26.0,85.0,100.0
28.4,11.479813664596273,1,28.0,74.0,119.0
22.3,11.0,1,30.0,65.0,122.0
22.5,11.479813664596273,1,31.0,57.0,120.0
20.3,8.0,2,33.0,49.0,136.0
16.9,11.0,1,33.0,45.0,165.0
16.7,25.0,1,33.0,45.0,160.0
14.9,25.0,1,33.0,44.0,137.0
20.5,21.0,1,33.0,46.0,153.0
15.6,11.479813664596273,1,32.0,48.0,175.0
18.5,4.0,2,30.0,58.0,134.0
20.0,7.0,2,29.0,67.0,126.0
23.1,11.479813664596273,1,29.0,71.0,115.0
20.3,1.0,1,28.0,71.0,109.0
21.1,11.479813664596273,1,28.0,72.0,111.0
20.9,13.208916033332045,1,27.0,75.0,111.0
20.4,12.0,0,27.0,77.0,110.0
20.8,1.0,0,27.0,79.0,105.0
17.0,8.0,0,27.0,81.0,100.0
16.2,4.0,1,26.0,82.0,95.0
25.8,4.0,0,26.0,85.0,96.0
27.2,2.0,0,26.0,85.0,94.0
31.1,11.479813664596273,0,25.0,86.0,100.0
29.7,1.0,0,25.0,87.0,100.0
27.8,11.479813664596273,1,26.0,87.0,107.0
37.5,11.479813664596273,1,28.0,75.0,102.0
34.1,1.0,1,30.0,63.0,102.0
22.6,1.0,1,32.0,55.0,118.0
18.8,10.0,2,33.0,52.0,123.0
15.3,19.0,1,34.0,44.0,141.0
13.9,20.0,1,34.0,46.0,163.0
11.4,20.0,1,33.0,46.0,152.0
14.8,4.0,2,33.0,46.0,149.0
15.2,13.0,2,32.0,52.0,137.0
14.1,3.0,2,31.0,59.0,141.0
18.2,7.0,1,29.0,67.0,137.0
15.7,11.479813664596273,1,29.0,72.0,119.0
16.4,1.0,1,28.0,74.0,114.0
18.1,11.479813664596273,1,28.0,76.0,112.0
18.9,3.0,1,28.0,77.0,109.0
24.4,13.208916033332045,1,28.0,77.0,107.0
20.9,10.0,0,27.0,76.0,103.0
13.3,2.0,0,27.0,81.0,101.0
18.8,3.0,0,27.0,83.0,104.0
18.1,6.0,0,27.0,83.0,101.0
24.1,1.0,0,26.0,84.0,103.0
28.6,2.0,0,26.0,87.0,105.0
31.8,11.479813664596273,0,26.0,87.0,100.0
27.5,11.479813664596273,0,26.0,83.0,103.0
31.5,1.0,1,29.0,72.0,115.0
20.7,5.0,1,30.0,67.0,123.0
24.7,6.0,1,31.0,63.0,133.0
28.8,11.479813664596273,1,32.0,56.0,136.0
27.4,3.0,1,33.0,51.0,137.0
28.6,26.0,1,33.0,50.0,170.0
28.5,17.0,1,33.0,50.0,200.0
28.4,11.0,1,33.0,49.0,166.0
17.813627386438448,21.0,1,32.0,53.0,154.0
23.8,4.0,1,30.0,56.0,175.0
18.1,21.0,1,29.0,64.0,131.0
16.4,19.0,1,28.0,66.0,203.0
19.2,1.0,1,28.0,67.0,172.0
16.9,1.0,1,28.0,67.0,140.0
18.3,7.0,1,28.0,69.0,119.0
19.4,11.479813664596273,1,28.0,70.0,112.0
16.2,13.208916033332045,1,27.0,70.0,105.0
16.2,2.0,1,27.0,71.0,101.0
15.1,11.0,0,26.0,73.0,95.0
18.2,1.0,0,26.0,76.0,98.0
18.5,3.0,0,26.0,79.0,97.0
22.3,16.0,1,26.0,76.0,105.0
21.4,5.0,0,25.0,84.0,103.0
22.2,6.0,1,26.0,80.0,107.0
25.1,1.0,1,28.0,70.0,105.0
21.4,11.479813664596273,1,29.0,65.0,125.0
24.8,11.0,1,31.0,58.0,159.0
17.7,3.0,1,32.0,55.0,184.0
15.6,11.479813664596273,1,32.0,52.0,231.0
17.3,1.0,1,33.0,51.0,216.0
14.9,5.0,1,33.0,50.0,220.0
15.9,16.0,1,33.0,51.0,195.0
17.6,9.0,1,32.0,54.0,203.0
20.9,14.0,1,31.0,57.0,168.0
17.0,25.0,1,29.0,64.0,200.0
18.1,24.0,1,29.0,65.0,159.0
26.2,11.479813664596273,1,29.0,65.0,132.0
25.1,11.0,1,28.0,65.0,136.0
24.6,2.0,1,28.0,67.0,106.0
25.0,1.0,1,28.0,69.0,96.0
22.7,11.479813664596273,1,28.0,71.0,110.0
24.4,13.208916033332045,1,27.0,71.0,107.0
22.5,11.479813664596273,1,28.0,68.0,121.0
21.0,2.0,1,27.0,67.0,110.0
18.9,24.0,1,27.0,72.0,92.0
16.2,35.0,1,27.0,71.0,81.0
15.4,36.0,1,27.0,71.0,85.0
19.0,23.0,1,27.0,67.0,86.0
22.2,10.0,1,28.0,64.0,121.0
21.7,4.0,1,29.0,60.0,139.0
25.1,4.0,0,30.0,56.0,222.0
18.2,2.0,1,31.0,53.0,228.0
18.2,1.0,2,32.0,48.0,239.0
16.8,11.0,2,32.0,47.0,245.0
17.7,21.0,2,32.0,46.0,238.0
19.5,10.0,1,32.0,50.0,219.0
21.5,34.0,1,31.0,52.0,235.0
19.3,34.0,1,30.0,57.0,218.0
17.2,34.0,1,29.0,62.0,171.0
18.8,25.0,1,28.0,63.0,160.0
17.813627386438448,13.208916033332045,1,28.0,63.0,141.0
17.813627386438448,3.0,1,28.0,63.0,146.0
20.2,2.0,1,28.0,64.0,128.0
24.0,1.0,1,28.0,67.0,110.0
20.7,23.0,1,27.0,68.0,112.0
22.2,4.0,1,27.0,70.0,92.0
22.6,13.208916033332045,1,27.0,70.0,88.0
21.5,41.0,1,27.0,70.0,109.0
18.7,41.0,1,27.0,71.0,93.0
20.6,41.0,1,26.0,72.0,106.0
21.4,28.0,1,26.0,72.0,103.0
25.9,4.0,1,27.0,70.0,75.0
27.8,2.0,1,28.0,69.0,101.0
24.5,9.0,1,29.0,65.0,136.0
19.3,2.0,1,30.0,56.0,230.0
21.9,1.0,1,31.0,52.0,225.0
22.8,16.0,1,32.0,49.0,225.0
20.8,1.0,1,32.0,47.0,226.0
19.3,1.0,2,32.0,48.0,241.0
19.7,8.0,2,31.0,49.0,241.0
17.1,15.0,1,31.0,52.0,205.0
22.2,11.479813664596273,1,30.0,57.0,230.0
20.7,30.0,1,28.0,63.0,198.0
22.2,4.0,1,28.0,65.0,205.0
20.5,14.0,1,28.0,67.0,193.0
20.2,3.0,1,28.0,69.0,207.0
21.1,4.0,1,27.0,70.0,170.0
22.5,6.0,2,27.0,71.0,211.0
25.1,16.0,1,27.0,72.0,215.0
22.3,1.0,1,27.0,70.0,214.0
16.2,16.0,1,27.0,67.0,201.0
19.2,13.208916033332045,1,27.0,68.0,123.0
16.5,40.0,1,27.0,73.0,104.0
17.3,41.0,1,27.0,73.0,115.0
20.0,39.0,1,26.0,75.0,115.0
25.8,13.0,1,27.0,75.0,124.0
22.2,4.0,1,28.0,70.0,105.0
22.3,5.0,1,29.0,66.0,140.0
18.0,2.0,1,30.0,60.0,148.0
21.1,11.479813664596273,1,31.0,53.0,176.0
21.2,23.0,1,32.0,51.0,209.0
20.2,10.0,1,32.0,52.0,204.0
19.0,8.0,1,32.0,52.0,196.0
15.3,23.0,1,31.0,56.0,172.0
18.0,33.0,1,30.0,58.0,210.0
19.5,31.0,1,29.0,60.0,175.0
20.6,12.0,1,29.0,65.0,158.0
25.6,15.0,1,28.0,69.0,141.0
19.2,14.0,1,28.0,70.0,131.0
18.3,2.0,1,28.0,68.0,133.0
17.2,3.0,1,28.0,70.0,134.0
15.8,4.0,1,28.0,71.0,125.0
18.7,24.0,1,28.0,71.0,125.0
21.5,13.208916033332045,1,27.0,77.0,113.0
15.2,139.0,1,26.0,84.0,116.0
13.8,107.0,1,27.0,80.0,141.0
13.3,13.208916033332045,1,26.0,83.0,123.0
12.3,26.0,1,26.0,79.0,179.0
15.2,18.0,1,26.0,82.0,132.0
20.8,5.0,1,26.0,85.0,137.0
16.3,11.479813664596273,1,27.0,85.0,131.0
19.2,11.479813664596273,1,28.0,77.0,137.0
18.3,3.0,1,30.0,66.0,219.0
19.1,3.0,1,30.0,68.0,207.0
17.8,2.0,1,32.0,59.0,228.0
18.2,7.0,1,32.0,59.0,212.0
17.8,23.0,1,32.0,59.0,189.0
23.9,23.0,1,31.0,61.0,173.0
15.6,24.0,1,30.0,63.0,216.0
17.6,10.0,1,30.0,66.0,194.0
19.6,4.0,1,29.0,71.0,204.0
26.3,11.479813664596273,1,28.0,73.0,191.0
23.1,4.0,1,28.0,74.0,187.0
21.3,6.0,1,28.0,75.0,158.0
20.9,6.0,1,28.0,74.0,134.0
15.4,3.0,1,28.0,74.0,104.0
15.9,3.0,1,27.0,77.0,121.0
19.9,22.0,1,27.0,78.0,135.0
18.3,23.0,1,27.0,78.0,157.0
10.6,23.0,1,27.0,79.0,145.0
13.3,23.0,1,27.0,80.0,143.0
12.1,13.208916033332045,1,27.0,80.0,143.0
18.9,22.0,1,27.0,81.0,122.0
23.3,3.0,1,27.0,79.0,124.0
23.3,4.0,1,29.0,70.0,148.0
13.2,2.0,0,31.0,61.0,165.0
22.4,2.0,1,31.0,57.0,224.0
18.8,4.0,1,32.0,55.0,229.0
18.2,20.0,1,32.0,51.0,253.0
17.8,3.0,1,33.0,50.0,233.0
18.6,8.0,1,33.0,51.0,217.0
13.4,2.0,1,32.0,53.0,198.0
15.8,5.0,1,32.0,56.0,189.0
17.6,3.0,1,30.0,61.0,198.0
16.1,2.0,1,29.0,66.0,207.0
16.9,9.0,1,28.0,70.0,208.0
19.3,2.0,1,28.0,71.0,202.0
13.2,2.0,1,28.0,73.0,177.0
23.3,11.479813664596273,1,28.0,73.0,120.0
17.9,3.0,1,28.0,74.0,120.0
22.7,8.0,1,28.0,73.0,113.0
16.9,6.0,1,28.0,74.0,109.0
17.7,11.479813664596273,1,27.0,75.0,115.0
12.2,22.0,1,27.0,76.0,99.0
13.9,22.0,1,27.0,78.0,105.0
12.8,16.0,1,27.0,78.0,115.0
19.9,13.208916033332045,1,27.0,79.0,99.0
19.9,11.479813664596273,1,27.0,76.0,106.0
20.4,17.0,1,29.0,70.0,108.0
16.0,1.0,1,30.0,61.0,121.0
19.2,9.0,1,31.0,54.0,152.0
15.8,6.0,1,32.0,52.0,188.0
16.2,4.0,1,32.0,50.0,222.0
14.4,11.479813664596273,1,33.0,47.0,204.0
18.2,2.0,1,33.0,47.0,147.0
9.2,23.0,1,33.0,46.0,152.0
17.1,2.0,1,32.0,52.0,192.0
15.2,4.0,1,30.0,60.0,148.0
20.3,7.0,1,29.0,67.0,138.0
19.1,2.0,1,28.0,71.0,129.0
19.6,11.479813664596273,1,28.0,71.0,124.0
14.4,2.0,1,28.0,72.0,111.0
15.4,2.0,1,28.0,73.0,113.0
16.2,11.0,1,28.0,74.0,110.0
17.8,18.0,1,27.0,75.0,111.0
14.5,1.0,1,27.0,75.0,102.0
14.7,17.0,1,27.0,77.0,95.0
16.2,21.0,1,27.0,77.0,110.0
17.1,21.0,1,26.0,78.0,117.0
16.2,20.0,1,26.0,77.0,117.0
21.0,2.0,1,26.0,78.0,113.0
26.1,13.208916033332045,1,27.0,77.0,130.0
19.2,17.0,1,28.0,71.0,115.0
17.1,1.0,1,29.0,64.0,120.0
22.4,11.479813664596273,1,30.0,57.0,147.0
21.3,1.0,1,32.0,50.0,151.0
23.2,20.0,1,32.0,46.0,160.0
20.8,11.479813664596273,1,33.0,40.0,161.0
15.6,25.0,1,33.0,42.0,159.0
18.5,25.0,2,32.0,47.0,157.0
21.0,25.0,1,32.0,50.0,152.0
17.2,23.0,1,30.0,55.0,155.0
15.3,21.0,1,29.0,64.0,180.0
18.5,21.0,1,28.0,68.0,165.0
19.2,22.0,1,28.0,70.0,137.0
15.7,22.0,1,28.0,69.0,123.0
22.6,18.0,1,28.0,69.0,112.0
17.1,15.0,1,28.0,70.0,106.0
17.1,13.0,1,27.0,71.0,103.0
14.6,20.0,1,27.0,72.0,110.0
16.3,20.0,1,27.0,75.0,107.0
16.7,21.0,1,27.0,76.0,109.0
14.6,20.0,1,27.0,75.0,112.0
