PM25,O3,WS,TEMP,RH,WD
17.0,19.0,0,26.0,77.0,107.0
23.8,19.0,1,26.0,76.0,112.0
23.6,19.0,1,27.0,75.0,114.0
22.2,13.208916033332045,1,29.0,68.0,120.0
17.813627386438448,24.0,1,30.0,61.0,121.0
17.813627386438448,23.0,1,31.0,57.0,126.0
17.9,23.0,1,32.0,53.0,159.0
18.6,23.0,1,32.0,54.0,202.0
17.3,23.0,1,32.0,55.0,218.0
17.2,22.0,1,32.0,58.0,199.0
14.8,19.0,1,31.0,60.0,180.0
16.0,19.0,1,30.0,65.0,160.0
18.0,18.0,1,29.0,68.0,131.0
21.0,18.0,1,29.0,69.0,120.0
22.7,17.0,1,27.0,81.0,116.0
21.5,12.0,1,27.0,86.0,111.0
27.0,16.0,0,27.0,82.0,106.0
24.7,28.0,1,28.0,78.0,105.0
14.2,23.0,1,28.0,77.0,107.0
14.4,18.0,1,28.0,76.0,108.0
17.5,17.0,1,28.0,76.0,106.0
14.0,18.0,0,28.0,76.0,104.0
13.6,18.0,1,28.0,74.0,96.0
14.4,17.0,1,27.0,78.0,94.0
13.2,18.0,1,27.0,78.0,102.0
13.5,15.0,0,27.0,78.0,102.0
19.7,14.0,1,28.0,76.0,96.0
19.0,18.0,1,29.0,71.0,112.0
10.2,13.208916033332045,1,31.0,61.0,115.0
13.5,22.0,1,31.0,57.0,136.0
14.4,22.0,1,32.0,55.0,147.0
14.7,24.0,2,32.0,55.0,139.0
10.6,23.0,1,33.0,52.0,155.0
11.9,20.0,1,33.0,57.0,169.0
9.8,19.0,1,31.0,60.0,157.0
8.5,18.0,1,31.0,60.0,177.0
12.7,15.0,1,30.0,65.0,144.0
14.1,18.0,1,29.0,69.0,126.0
20.0,17.0,1,29.0,74.0,119.0
18.8,17.0,1,28.0,77.0,110.0
19.8,26.0,1,28.0,78.0,112.0
23.5,26.0,1,28.0,78.0,115.0
13.0,15.0,1,28.0,78.0,117.0
11.3,15.0,1,28.0,78.0,111.0
15.2,9.0,0,27.0,83.0,111.0
19.2,7.0,0,27.0,85.0,107.0
11.8,8.0,0,27.0,87.0,107.0
14.3,7.0,0,27.0,87.0,107.0
18.9,4.0,0,26.0,88.0,106.0
26.2,3.0,0,26.0,89.0,106.0
28.9,6.0,0,27.0,85.0,105.0
31.4,18.0,1,29.0,69.0,112.0
19.0,25.0,1,31.0,62.0,93.0
15.7,13.208916033332045,1,32.0,56.0,104.0
17.8,19.0,1,34.0,48.0,127.0
14.5,19.0,1,34.0,47.0,167.0
13.5,19.0,1,34.0,48.0,170.0
9.8,19.0,1,34.0,46.0,151.0
10.7,20.0,1,33.0,52.0,194.0
14.7,18.0,1,32.0,59.0,175.0
13.1,16.0,1,30.0,65.0,140.0
19.0,17.0,1,29.0,70.0,129.0
18.3,16.0,1,29.0,72.0,115.0
13.1,18.0,2,29.0,73.0,116.0
10.9,27.0,1,28.0,73.0,110.0
10.3,27.0,1,28.0,75.0,108.0
11.5,21.0,1,28.0,77.0,108.0
12.6,13.0,0,28.0,80.0,106.0
20.4,9.0,0,27.0,82.0,105.0
19.8,9.0,0,27.0,84.0,105.0
12.3,6.0,1,27.0,84.0,95.0
13.9,5.0,0,26.0,87.0,109.0
20.6,4.0,0,26.0,89.0,109.0
25.7,2.0,0,26.0,89.0,112.0
21.8,7.0,0,26.0,87.0,109.0
24.0,16.0,1,28.0,72.0,108.0
17.7,23.0,1,30.0,62.0,102.0
12.8,31.0,1,32.0,54.0,118.0
10.2,13.208916033332045,1,33.0,47.0,130.0
9.2,22.0,1,34.0,45.0,127.0
9.5,23.0,1,34.0,44.0,142.0
8.4,28.0,2,34.0,43.0,147.0
13.6,30.0,1,34.0,45.0,155.0
17.9,28.0,1,33.0,52.0,174.0
14.0,25.0,2,31.0,57.0,151.0
16.1,22.0,1,30.0,66.0,138.0
19.4,19.0,1,29.0,71.0,120.0
14.4,20.0,1,28.0,73.0,116.0
18.2,30.0,1,28.0,74.0,113.0
16.4,29.0,1,28.0,75.0,109.0
11.4,20.0,1,28.0,76.0,107.0
17.5,19.0,1,28.0,76.0,106.0
17.0,17.0,1,27.0,78.0,108.0
15.6,14.0,0,27.0,81.0,106.0
13.4,12.0,0,26.0,83.0,114.0
11.8,7.0,0,26.0,86.0,109.0
20.1,11.0,1,26.0,83.0,101.0
20.5,3.0,0,26.0,85.0,105.0
25.9,4.0,1,26.0,84.0,103.0
25.4,21.0,1,29.0,69.0,118.0
15.2,25.0,1,31.0,60.0,108.0
12.9,27.0,1,31.0,56.0,134.0
13.2,27.0,1,33.0,51.0,136.0
10.0,13.208916033332045,1,33.0,48.0,138.0
11.2,24.0,1,33.0,46.0,144.0
8.5,24.0,1,33.0,45.0,170.0
8.6,22.0,1,33.0,45.0,156.0
7.9,22.0,2,33.0,49.0,138.0
9.7,21.0,1,31.0,55.0,156.0
10.3,20.0,1,29.0,64.0,157.0
11.2,19.0,1,29.0,68.0,118.0
12.0,21.0,2,28.0,69.0,118.0
12.5,22.0,1,28.0,70.0,110.0
9.8,28.0,1,28.0,72.0,109.0
9.3,20.0,1,28.0,74.0,107.0
10.5,15.0,1,27.0,76.0,106.0
12.6,10.0,1,27.0,79.0,107.0
16.2,10.0,1,26.0,82.0,106.0
14.8,9.0,0,26.0,84.0,105.0
16.9,8.0,0,26.0,85.0,105.0
16.1,5.0,1,25.0,87.0,106.0
21.7,2.0,0,25.0,88.0,105.0
23.0,5.0,0,26.0,83.0,102.0
17.813627386438448,13.208916033332045,1,28.0,71.0,113.0
17.813627386438448,13.208916033332045,1,30.0,63.0,131.0
12.1,13.208916033332045,1,31.0,56.0,159.0
10.1,13.208916033332045,1,32.0,52.0,164.0
7.3,13.208916033332045,1,32.0,50.0,171.0
6.9,13.208916033332045,1,33.0,49.0,176.0
5.3,13.208916033332045,1,33.0,48.0,175.0
5.6,13.208916033332045,1,33.0,50.0,185.0
8.6,13.208916033332045,1,32.0,52.0,192.0
10.0,13.208916033332045,1,31.0,53.0,189.0
12.1,13.208916033332045,1,30.0,62.0,136.0
10.4,13.208916033332045,1,29.0,68.0,131.0
15.6,13.208916033332045,1,28.0,71.0,112.0
18.3,13.208916033332045,1,28.0,73.0,113.0
12.4,13.208916033332045,1,28.0,75.0,111.0
10.2,13.208916033332045,1,28.0,75.0,115.0
12.6,13.208916033332045,1,27.0,76.0,109.0
10.0,13.208916033332045,1,27.0,75.0,117.0
11.4,13.208916033332045,1,27.0,73.0,119.0
7.2,13.208916033332045,1,27.0,76.0,110.0
8.8,13.208916033332045,1,27.0,77.0,106.0
11.1,13.208916033332045,1,27.0,76.0,103.0
18.9,13.208916033332045,1,26.0,78.0,103.0
15.0,13.208916033332045,1,27.0,75.0,92.0
10.3,13.208916033332045,1,29.0,67.0,115.0
13.7,13.208916033332045,1,31.0,58.0,115.0
11.7,13.208916033332045,1,31.0,54.0,125.0
10.2,13.208916033332045,1,32.0,47.0,161.0
8.2,13.208916033332045,1,33.0,47.0,139.0
9.2,13.208916033332045,1,33.0,46.0,152.0
6.8,13.208916033332045,1,33.0,48.0,149.0
6.4,13.208916033332045,1,33.0,48.0,166.0
12.4,13.208916033332045,1,32.0,51.0,159.0
10.9,13.208916033332045,1,31.0,54.0,179.0
14.0,13.208916033332045,1,30.0,61.0,190.0
17.5,13.208916033332045,1,29.0,68.0,154.0
16.1,13.208916033332045,2,28.0,69.0,132.0
12.7,13.208916033332045,1,28.0,71.0,121.0
11.1,13.208916033332045,2,28.0,74.0,118.0
17.0,13.208916033332045,1,28.0,72.0,114.0
13.3,13.208916033332045,1,28.0,72.0,123.0
10.5,13.208916033332045,1,27.0,73.0,135.0
10.8,13.208916033332045,1,27.0,74.0,144.0
7.1,13.208916033332045,1,27.0,75.0,92.0
10.0,13.208916033332045,1,26.0,77.0,97.0
13.3,13.208916033332045,1,26.0,77.0,100.0
16.3,13.208916033332045,1,26.0,78.0,97.0
13.2,13.208916033332045,1,27.0,75.0,100.0
13.7,13.208916033332045,1,29.0,65.0,92.0
10.5,13.208916033332045,1,31.0,59.0,111.0
12.4,13.208916033332045,1,32.0,54.0,135.0
17.8,13.208916033332045,1,33.0,48.0,138.0
15.7,13.208916033332045,1,34.0,44.0,185.0
12.0,13.208916033332045,1,33.0,51.0,172.0
13.6,13.208916033332045,1,33.0,52.0,159.0
17.5,13.208916033332045,1,33.0,54.0,155.0
20.0,13.208916033332045,2,32.0,58.0,153.0
20.4,13.208916033332045,2,31.0,61.0,156.0
22.6,13.208916033332045,1,29.0,67.0,144.0
26.2,13.208916033332045,2,29.0,69.0,126.0
25.4,13.208916033332045,1,29.0,72.0,185.0
19.1,13.208916033332045,1,28.0,72.0,142.0
21.2,13.208916033332045,1,28.0,68.0,140.0
17.7,13.208916033332045,1,28.0,70.0,113.0
18.1,13.208916033332045,1,28.0,72.0,120.0
15.2,13.208916033332045,1,28.0,74.0,124.0
14.8,13.208916033332045,1,27.0,74.0,125.0
12.9,13.208916033332045,1,27.0,74.0,122.0
17.3,13.208916033332045,1,27.0,75.0,123.0
15.6,13.208916033332045,1,27.0,75.0,122.0
27.4,13.208916033332045,1,27.0,76.0,115.0
27.3,13.208916033332045,1,28.0,73.0,121.0
19.2,13.208916033332045,1,29.0,68.0,117.0
22.5,13.208916033332045,1,30.0,63.0,135.0
22.4,13.208916033332045,1,32.0,55.0,200.0
18.9,13.208916033332045,1,32.0,52.0,158.0
20.0,13.208916033332045,1,33.0,49.0,221.0
18.3,13.208916033332045,1,33.0,45.0,171.0
17.8,13.208916033332045,1,33.0,47.0,201.0
19.8,13.208916033332045,1,33.0,51.0,153.0
18.3,13.208916033332045,1,32.0,54.0,163.0
16.8,13.208916033332045,1,31.0,56.0,187.0
22.9,13.208916033332045,1,30.0,63.0,158.0
19.8,13.208916033332045,1,29.0,69.0,170.0
20.2,13.208916033332045,1,29.0,72.0,191.0
16.0,13.208916033332045,1,28.0,72.0,139.0
18.7,13.208916033332045,1,28.0,72.0,119.0
16.6,13.208916033332045,1,28.0,72.0,116.0
14.1,13.208916033332045,1,28.0,72.0,102.0
17.2,13.208916033332045,1,28.0,73.0,96.0
11.5,13.208916033332045,1,28.0,74.0,114.0
9.7,13.208916033332045,1,27.0,75.0,94.0
12.4,13.208916033332045,1,27.0,77.0,95.0
18.8,13.208916033332045,1,27.0,77.0,114.0
24.7,13.208916033332045,1,27.0,77.0,103.0
17.7,13.208916033332045,1,27.0,75.0,108.0
20.6,13.208916033332045,1,29.0,67.0,96.0
18.4,13.208916033332045,1,30.0,62.0,119.0
17.813627386438448,11.479813664596273,1,32.0,52.0,162.0
17.813627386438448,5.0,1,32.0,51.0,149.0
15.3,13.0,1,33.0,49.0,188.0
12.3,2.0,1,33.0,48.0,168.0
10.2,21.0,1,33.0,49.0,186.0
18.1,23.0,1,32.0,51.0,190.0
13.5,11.479813664596273,1,32.0,56.0,181.0
12.1,13.208916033332045,1,30.0,61.0,197.0
15.3,3.0,1,29.0,66.0,178.0
21.7,9.0,1,29.0,67.0,162.0
17.5,1.0,1,29.0,68.0,134.0
21.1,11.479813664596273,1,29.0,69.0,140.0
23.2,11.479813664596273,1,29.0,70.0,111.0
16.2,8.0,1,28.0,71.0,120.0
18.3,9.0,1,28.0,72.0,119.0
14.5,19.0,1,28.0,74.0,140.0
12.4,20.0,1,28.0,74.0,117.0
11.7,21.0,1,28.0,74.0,115.0
17.8,17.0,1,27.0,74.0,108.0
18.0,11.479813664596273,1,27.0,75.0,83.0
18.9,11.479813664596273,1,27.0,76.0,96.0
19.8,6.0,1,28.0,73.0,85.0
19.0,2.0,1,29.0,67.0,117.0
18.9,11.479813664596273,1,31.0,58.0,124.0
18.0,3.0,1,32.0,52.0,181.0
16.1,1.0,1,33.0,50.0,204.0
13.2,13.0,1,33.0,48.0,189.0
15.1,10.0,1,34.0,47.0,194.0
14.3,4.0,1,33.0,50.0,188.0
16.3,18.0,1,33.0,52.0,198.0
16.0,5.0,1,32.0,53.0,179.0
23.1,11.479813664596273,1,31.0,57.0,209.0
27.7,13.208916033332045,1,29.0,61.0,216.0
23.6,11.479813664596273,1,29.0,64.0,184.0
25.2,11.479813664596273,1,29.0,64.0,183.0
23.2,1.0,1,29.0,64.0,159.0
24.7,3.0,1,28.0,65.0,134.0
19.8,6.0,1,28.0,65.0,94.0
18.5,3.0,1,28.0,66.0,91.0
16.1,24.0,1,27.0,68.0,96.0
16.0,24.0,1,27.0,68.0,108.0
15.4,26.0,1,27.0,68.0,98.0
17.8,19.0,1,27.0,70.0,100.0
22.5,3.0,1,26.0,71.0,106.0
21.9,12.0,1,26.0,73.0,111.0
23.2,2.0,1,26.0,74.0,109.0
24.5,2.0,1,29.0,64.0,114.0
21.1,1.0,1,30.0,58.0,116.0
20.2,11.479813664596273,1,32.0,51.0,117.0
15.8,2.0,1,33.0,44.0,122.0
13.9,14.0,1,33.0,43.0,146.0
13.8,2.0,1,33.0,44.0,150.0
13.6,22.0,1,33.0,45.0,156.0
14.9,2.0,1,33.0,44.0,144.0
17.0,24.0,2,33.0,45.0,144.0
17.4,1.0,1,32.0,55.0,145.0
18.5,4.0,1,30.0,65.0,132.0
23.4,13.208916033332045,1,29.0,70.0,116.0
21.8,11.479813664596273,1,29.0,71.0,151.0
25.1,11.479813664596273,1,28.0,71.0,143.0
19.5,1.0,1,28.0,71.0,120.0
18.4,4.0,1,28.0,72.0,110.0
20.5,5.0,1,28.0,72.0,111.0
22.7,17.0,1,28.0,74.0,108.0
19.6,18.0,2,28.0,77.0,117.0
15.4,19.0,1,27.0,78.0,112.0
19.4,9.0,1,27.0,78.0,103.0
26.0,1.0,1,27.0,80.0,98.0
22.6,1.0,1,27.0,80.0,98.0
19.8,11.479813664596273,1,28.0,76.0,106.0
23.5,11.479813664596273,1,30.0,70.0,115.0
20.4,11.479813664596273,1,30.0,66.0,127.0
21.3,3.0,1,32.0,61.0,143.0
16.3,1.0,1,33.0,54.0,187.0
13.4,12.0,1,33.0,55.0,185.0
13.5,22.0,1,33.0,52.0,187.0
11.2,19.0,1,33.0,50.0,196.0
14.0,11.479813664596273,1,33.0,51.0,191.0
17.7,20.0,1,32.0,53.0,167.0
16.7,9.0,1,31.0,60.0,172.0
17.7,11.479813664596273,2,30.0,66.0,129.0
21.6,1.0,1,29.0,69.0,128.0
21.2,13.208916033332045,1,29.0,69.0,118.0
25.7,11.479813664596273,1,28.0,70.0,122.0
24.1,2.0,1,28.0,72.0,111.0
27.2,14.0,1,28.0,73.0,115.0
23.5,7.0,1,28.0,74.0,125.0
24.2,11.0,1,28.0,72.0,137.0
17.6,24.0,1,28.0,72.0,125.0
15.2,21.0,1,28.0,74.0,121.0
16.5,17.0,1,27.0,76.0,111.0
22.6,11.479813664596273,1,28.0,76.0,117.0
22.8,14.0,1,27.0,76.0,107.0
21.0,3.0,1,28.0,76.0,108.0
21.1,11.479813664596273,1,29.0,73.0,108.0
18.6,2.0,1,30.0,71.0,116.0
18.5,4.0,1,31.0,61.0,122.0
23.0,11.479813664596273,1,32.0,57.0,141.0
16.9,2.0,1,33.0,55.0,170.0
19.5,4.0,1,33.0,55.0,172.0
14.8,19.0,1,32.0,58.0,163.0
12.7,18.0,1,31.0,60.0,176.0
17.4,11.479813664596273,1,31.0,61.0,169.0
20.2,6.0,1,30.0,66.0,179.0
21.1,1.0,1,29.0,69.0,155.0
25.7,1.0,1,29.0,72.0,144.0
22.8,11.479813664596273,1,29.0,72.0,123.0
22.8,13.208916033332045,1,29.0,72.0,105.0
21.5,8.0,1,29.0,70.0,103.0
18.2,1.0,1,29.0,70.0,109.0
17.5,3.0,1,28.0,73.0,111.0
16.3,17.0,1,28.0,75.0,105.0
17.1,19.0,1,28.0,76.0,111.0
17.1,20.0,1,28.0,76.0,112.0
15.9,20.0,1,28.0,78.0,106.0
21.9,29.0,1,27.0,79.0,109.0
19.8,21.0,1,27.0,80.0,90.0
20.1,19.0,1,28.0,76.0,94.0
18.1,18.0,1,29.0,69.0,102.0
16.8,16.0,1,31.0,61.0,109.0
18.3,13.0,1,32.0,57.0,173.0
15.8,22.0,1,33.0,54.0,145.0
14.8,13.0,1,33.0,51.0,191.0
16.0,13.0,1,33.0,52.0,187.0
14.5,22.0,1,33.0,53.0,194.0
15.6,24.0,1,33.0,50.0,227.0
20.3,25.0,2,32.0,45.0,216.0
19.0,22.0,1,31.0,55.0,186.0
18.0,21.0,1,29.0,62.0,169.0
20.5,22.0,1,29.0,66.0,141.0
21.6,21.0,1,29.0,68.0,126.0
18.2,21.0,1,29.0,69.0,125.0
16.4,13.208916033332045,1,28.0,69.0,122.0
22.6,19.0,1,28.0,70.0,105.0
17.1,19.0,1,28.0,73.0,98.0
17.4,20.0,1,28.0,73.0,119.0
12.4,20.0,1,28.0,74.0,112.0
12.9,20.0,1,27.0,76.0,113.0
20.6,19.0,1,27.0,77.0,110.0
24.1,18.0,1,27.0,78.0,113.0
24.0,13.0,1,27.0,81.0,109.0
22.9,21.0,1,28.0,75.0,107.0
19.4,25.0,2,29.0,68.0,115.0
22.1,27.0,1,31.0,63.0,111.0
19.2,28.0,1,32.0,56.0,115.0
20.7,29.0,1,33.0,52.0,138.0
20.4,24.0,1,33.0,50.0,151.0
14.7,13.0,1,33.0,50.0,154.0
18.7,30.0,2,33.0,51.0,141.0
16.2,30.0,1,33.0,53.0,169.0
18.5,26.0,1,32.0,55.0,181.0
18.2,25.0,1,31.0,59.0,150.0
15.9,18.0,1,30.0,66.0,121.0
17.5,27.0,2,29.0,70.0,116.0
23.9,27.0,2,29.0,73.0,115.0
20.4,29.0,2,28.0,75.0,113.0
19.5,24.0,1,28.0,77.0,110.0
20.1,13.208916033332045,1,28.0,77.0,110.0
